2025-10-31 09:35:44.828 febs [main] INFO  cc.mrbird.febs.FebsApplication - Starting FebsApplication v1.0.0-release on DESKTOP-J4S0HA1 with PID 25528 (F:\TMSmanager\backend\target\Order-Platform-1.0.0-release.jar started by 江西杰联医疗设备有限公司 in F:\TMSmanager\backend\target)
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'doctor' group by u.username, u.user_id, u.password, u.email, u.mobile, u.STATUS, u.create_time, u.ssex, d.dept_id, d.dept_name, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME;
2025-10-31 09:46:09.187 febs [main] INFO  p6spy - 2025-10-31 09:46:09 | 耗时 0 ms | SQL 语句：
select r.* from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) where u.username = 'doctor';
2025-10-31 09:46:09.191 febs [main] INFO  p6spy - 2025-10-31 09:46:09 | 耗时 1 ms | SQL 语句：
select distinct m.perms from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) left join t_role_menu rm on (rm.role_id = r.role_id) left join t_menu m on (m.menu_id = rm.menu_id) where u.username = 'doctor' and m.perms is not null and m.perms <> '';
2025-10-31 09:46:09.193 febs [main] INFO  p6spy - 2025-10-31 09:46:09 | 耗时 0 ms | SQL 语句：
SELECT USER_ID,theme,layout,multi_page,fix_siderbar,fix_header,color FROM t_user_config WHERE USER_ID='2' ;
2025-10-31 09:46:09.197 febs [main] INFO  p6spy - 2025-10-31 09:46:09 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'nurse' group by u.username, u.user_id, u.password, u.email, u.mobile, u.STATUS, u.create_time, u.ssex, d.dept_id, d.dept_name, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME;
2025-10-31 09:46:09.201 febs [main] INFO  p6spy - 2025-10-31 09:46:09 | 耗时 1 ms | SQL 语句：
select r.* from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) where u.username = 'nurse';
2025-10-31 09:46:09.206 febs [main] INFO  p6spy - 2025-10-31 09:46:09 | 耗时 1 ms | SQL 语句：
select distinct m.perms from t_role r left join t_user_role ur on (r.role_id = ur.role_id) left join t_user u on (u.user_id = ur.user_id) left join t_role_menu rm on (rm.role_id = r.role_id) left join t_menu m on (m.menu_id = rm.menu_id) where u.username = 'nurse' and m.perms is not null and m.perms <> '';
2025-10-31 09:46:09.209 febs [main] INFO  p6spy - 2025-10-31 09:46:09 | 耗时 0 ms | SQL 语句：
SELECT USER_ID,theme,layout,multi_page,fix_siderbar,fix_header,color FROM t_user_config WHERE USER_ID='3' ;
2025-10-31 09:46:09.211 febs [main] INFO  c.m.f.common.runner.StartedUpRunner -  __    ___   _      ___   _     ____ _____  ____ 
2025-10-31 09:46:09.211 febs [main] INFO  c.m.f.common.runner.StartedUpRunner - / /`  / / \ | |\/| | |_) | |   | |_   | |  | |_  
2025-10-31 09:46:09.211 febs [main] INFO  c.m.f.common.runner.StartedUpRunner - \_\_, \_\_/ |_|  | |_|   |_|__ |_|__  |_|  |_|__ 
2025-10-31 09:46:09.212 febs [main] INFO  c.m.f.common.runner.StartedUpRunner -                                                       
2025-10-31 09:46:09.212 febs [main] INFO  c.m.f.common.runner.StartedUpRunner - 启动完毕，时间：2025-10-31T09:46:09.212
2025-10-31 09:46:09.215 febs [scheduling-1] INFO  p6spy - 2025-10-31 09:46:09 | 耗时 0 ms | SQL 语句：
SELECT id,code,name,type_id,online_flag,create_date,open_flag,device_value,alert_value,value_type,remark,user_id,last_open_date,address FROM device_info WHERE open_flag = '1';
2025-10-31 09:46:09.222 febs [scheduling-1] INFO  p6spy - 2025-10-31 09:46:09 | 耗时 1 ms | SQL 语句：
SELECT id,device_id,device_type_id,type,score,create_date,remark FROM device_alert_info WHERE type = '1';
2025-10-31 09:46:09.226 febs [scheduling-1] INFO  cc.mrbird.febs.common.task.CacheTask - delete expired user
2025-10-31 09:46:15.063 febs [http-nio-0.0.0.0-9527-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-10-31 09:46:15.063 febs [http-nio-0.0.0.0-9527-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-10-31 09:46:15.071 febs [http-nio-0.0.0.0-9527-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 7 ms
2025-10-31 09:46:15.160 febs [http-nio-0.0.0.0-9527-exec-1] INFO  c.m.febs.common.aspect.LimitAspect - IP:127.0.0.1 第 1 次访问key为 [limit_login127.0.0.1]，描述为 [登录接口] 的接口
2025-10-31 09:46:15.393 febs [http-nio-0.0.0.0-9527-exec-2] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2025-10-31 09:46:15.415 febs [http-nio-0.0.0.0-9527-exec-2] INFO  p6spy - 2025-10-31 09:46:15 | 耗时 1 ms | SQL 语句：
select m.* from t_menu m where m.type <> 1 and m.DELETE_MARK = 0 and m.MENU_ID in (select distinct rm.menu_id from t_role_menu rm left join t_role r on (rm.role_id = r.role_id) left join t_user_role ur on (ur.role_id = r.role_id) left join t_user u on (u.user_id = ur.user_id) where u.username = 'admin') order by m.order_num;
2025-10-31 09:46:15.524 febs [http-nio-0.0.0.0-9527-exec-4] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2025-10-31 09:46:15.532 febs [http-nio-0.0.0.0-9527-exec-4] INFO  p6spy - 2025-10-31 09:46:15 | 耗时 2 ms | SQL 语句：
select count(1) from t_login_log;
2025-10-31 09:46:15.536 febs [http-nio-0.0.0.0-9527-exec-4] INFO  p6spy - 2025-10-31 09:46:15 | 耗时 1 ms | SQL 语句：
select count(1) from t_login_log where datediff(login_time,now())=0;
2025-10-31 09:46:15.537 febs [http-nio-0.0.0.0-9527-exec-4] INFO  p6spy - 2025-10-31 09:46:15 | 耗时 0 ms | SQL 语句：
select count(distinct(ip)) from t_login_log where datediff(login_time,now())=0;
2025-10-31 09:46:15.539 febs [http-nio-0.0.0.0-9527-exec-4] INFO  p6spy - 2025-10-31 09:46:15 | 耗时 0 ms | SQL 语句：
select date_format(l.login_time, '%m-%d') days, count(1) count from ( select * from t_login_log where date_sub(curdate(), interval 7 day) <= date(login_time) ) as l where 1 = 1 group by days;
2025-10-31 09:46:15.542 febs [http-nio-0.0.0.0-9527-exec-4] INFO  p6spy - 2025-10-31 09:46:15 | 耗时 0 ms | SQL 语句：
select date_format(l.login_time, '%m-%d') days, count(1) count from ( select * from t_login_log where date_sub(curdate(), interval 7 day) <= date(login_time) ) as l where 1 = 1 and l.username = 'admin' group by days;
2025-10-31 09:47:12.529 febs [http-nio-0.0.0.0-9527-exec-6] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2025-10-31 09:47:12.557 febs [http-nio-0.0.0.0-9527-exec-6] INFO  p6spy - 2025-10-31 09:47:12 | 耗时 0 ms | SQL 语句：
SELECT user_id,role_id FROM t_user_role WHERE user_id = 1;
2025-10-31 09:47:12.601 febs [http-nio-0.0.0.0-9527-exec-6] INFO  p6spy - 2025-10-31 09:47:12 | 耗时 1 ms | SQL 语句：
SELECT COUNT(1) FROM device;
2025-10-31 09:47:12.606 febs [http-nio-0.0.0.0-9527-exec-6] INFO  p6spy - 2025-10-31 09:47:12 | 耗时 0 ms | SQL 语句：
SELECT device_id,hospital_id,device_type,sn,status,last_heartbeat,created_by,created_at,updated_by,updated_at,device_no,bat_times,cap_times,treatment_status FROM device LIMIT 0,10;
